index,s1,s2,s3,s4,s5
493,57,53,56,50,54
494,54,54,56,58,54
495,51,54,52,52,55
496,50,56,50,57,56
497,54,57,52,54,56
498,51,50,50,55,51
499,51,50,53,51,55
500,50,57,51,56,54
501,51,57,52,52,54
502,53,53,58,52,53
503,50,53,58,58,51
504,58,54,55,52,57
505,52,52,53,56,51
506,50,52,50,57,54
507,57,53,51,57,57
508,55,51,50,50,50
509,58,52,52,51,51
510,54,50,54,58,52
511,52,58,54,54,55
512,54,53,56,55,57
513,57,51,52,55,53
514,58,50,50,50,56
515,58,56,51,52,52
516,51,50,53,53,56
517,58,58,57,58,53
518,57,53,54,51,56
519,57,54,55,55,51
520,53,51,55,54,53
521,56,54,56,58,57
522,51,55,52,54,55
523,53,50,54,51,53
524,50,56,51,50,53
525,56,57,51,52,54
526,57,54,55,52,55
527,55,51,53,51,56
528,56,55,53,55,52
529,51,56,56,56,52
530,52,56,58,57,55
531,55,58,50,51,54
532,53,54,50,53,53
533,54,52,54,52,54
534,55,51,56,53,58
535,54,53,57,51,55
536,54,53,56,56,51
537,53,53,50,51,56
538,55,54,52,56,58
539,56,51,53,54,50
540,53,55,52,56,55
541,53,50,54,51,53
542,57,54,50,56,57
543,57,56,57,54,55
544,58,53,50,51,58
545,58,57,54,56,52
546,53,52,53,58,54
547,55,54,53,50,53
548,53,56,57,53,58
549,52,55,56,56,50
550,52,55,54,53,53
551,50,54,54,56,53
552,52,51,54,57,56
553,55,51,56,57,56
554,56,57,50,58,55
555,57,54,56,57,52
556,55,54,52,53,52
557,56,50,56,54,50
558,52,52,57,54,53
559,51,53,55,58,53
560,58,51,56,54,50
561,51,52,54,52,50
562,52,53,56,54,56
563,53,52,51,53,54
564,52,50,57,57,56
565,51,50,58,53,51
566,56,55,51,50,58
567,58,54,58,52,57
568,58,51,57,51,51
569,52,51,52,56,53
570,56,52,57,57,52
571,55,56,53,53,51
572,50,56,51,50,51
573,52,52,52,54,53
574,52,50,56,53,54
575,53,55,51,54,52
576,50,55,55,58,57
577,51,51,56,51,53
578,52,53,57,54,57
579,57,55,56,51,53
580,54,58,56,52,56
581,50,54,53,57,57
582,53,54,55,58,58
583,51,50,57,53,57
584,54,56,58,58,58
585,58,52,58,58,52
586,56,53,58,58,55
587,53,54,53,55,50
588,55,56,58,58,54
589,51,50,54,50,55
590,50,55,57,57,50
591,51,53,52,51,57
592,51,54,52,50,54
593,55,50,56,58,57
594,56,57,52,58,55
595,50,50,50,52,56
596,58,58,58,51,57
597,51,50,54,53,54
598,58,50,55,57,52
599,57,50,58,51,55
600,57,52,56,57,56
601,53,56,51,53,50
602,54,53,50,58,53
603,57,57,57,50,53
604,56,51,50,51,58
605,50,51,55,56,58
606,58,50,51,56,54
607,54,52,53,57,58
608,54,53,52,51,51
609,51,53,55,52,55
610,52,58,55,50,56
611,54,54,52,53,55
612,54,52,53,55,52
613,50,54,51,50,54
614,53,58,53,55,54
615,50,58,53,55,55
616,57,52,53,54,54
617,57,58,50,58,51
618,56,51,56,57,58
619,54,58,56,52,51
620,55,50,54,51,51
621,52,52,58,56,52
622,53,57,54,57,57
623,58,55,50,56,51
624,51,51,58,54,51
625,55,53,58,54,57
626,52,56,58,55,54
627,57,51,50,56,58
628,51,51,56,54,50
629,54,58,54,58,57
630,56,52,50,54,52
631,54,58,56,52,57
632,58,56,56,58,50
633,58,53,50,57,51
634,58,54,54,53,50
635,50,53,54,54,55
636,58,52,50,54,52
637,56,57,56,51,56
638,53,52,57,53,54
639,54,57,52,50,51
640,53,53,53,56,52
641,54,53,51,54,58
642,53,51,57,53,51
643,50,55,58,50,58
644,57,56,55,54,57
645,51,55,51,57,50
646,55,50,53,53,55
647,51,54,51,51,51
648,51,50,56,57,52
649,55,51,57,53,57
650,50,52,51,57,56
651,57,55,53,58,54
652,52,55,58,55,55
653,55,57,55,52,56
654,51,56,50,56,52
655,51,55,52,51,51
656,51,53,51,56,56
657,58,54,55,52,53
658,50,56,55,53,53
659,57,53,57,54,57
660,56,52,51,55,58
661,54,54,53,52,57
662,58,56,56,56,51
663,53,55,54,54,53
664,56,52,54,53,57
665,51,56,56,58,53
666,54,58,58,52,52
667,51,53,51,56,50
668,52,51,50,57,51
669,57,55,58,57,57
670,51,56,50,58,54
671,53,56,52,53,58
672,54,57,53,58,53
673,51,54,53,57,51
674,51,50,53,53,51
675,53,58,56,52,54
676,51,54,52,51,54
677,58,51,54,53,52
678,51,58,57,58,50
679,57,58,52,55,51
680,51,55,52,53,52
681,51,51,53,56,58
682,54,50,56,55,50
683,51,52,54,52,50
684,53,56,54,58,50
685,51,58,56,52,51
686,55,57,50,53,52
687,58,56,57,51,57
688,56,58,55,53,51
689,51,52,55,57,52
690,50,53,50,54,56
691,58,56,57,58,51
692,52,52,53,57,55
693,51,50,53,56,58
694,58,58,58,52,55
695,55,53,53,54,55
696,57,57,55,50,55
697,53,50,53,58,54
698,56,55,54,52,56
699,53,53,56,55,57
700,50,51,56,58,50
701,57,55,52,50,56
702,56,50,56,54,58
703,54,58,53,50,58
704,56,54,58,50,56
705,52,56,54,53,55
706,50,58,56,57,51
707,54,54,56,53,51
708,50,51,57,54,58
709,54,56,56,56,50
710,56,56,54,52,57
711,52,58,55,57,58
712,51,55,51,50,53
713,53,52,51,52,55
714,52,57,52,54,56
715,57,57,50,58,54
716,55,58,54,54,51
717,54,53,51,55,58
718,55,53,54,52,58
719,50,52,55,58,56
720,57,51,50,55,56
721,52,55,57,53,54
722,55,57,54,50,51
723,56,50,58,54,54
724,55,50,50,54,55
725,56,58,55,50,51
726,53,55,53,55,55
727,52,50,55,50,51
728,58,51,57,51,50
729,58,58,58,51,58
730,53,58,53,54,55
731,58,54,50,53,57
732,53,52,57,52,52
733,53,56,57,51,52
734,56,51,56,56,54
735,55,52,55,57,54
736,50,51,55,50,54
737,50,52,57,50,57
738,57,53,50,53,52
739,50,57,56,54,57
740,52,53,54,52,57
741,58,51,57,57,58
742,55,58,52,57,54
743,52,50,50,56,50
744,58,57,56,53,58
745,54,53,56,52,50
746,50,55,52,57,57
747,51,50,54,54,51
748,50,50,54,51,54
749,54,53,58,52,57
750,58,58,51,55,56
751,51,51,56,54,58
752,58,56,53,53,53
753,54,51,58,53,51
754,57,50,53,56,54
755,55,54,55,52,52
756,57,54,58,50,53
757,54,52,58,55,58
758,50,50,54,51,56
759,57,50,57,51,56
760,57,57,58,51,54
761,52,50,51,55,57
762,55,57,50,52,55
763,56,57,54,57,54
764,55,56,55,50,55
765,50,55,52,52,54
766,50,55,51,53,51
767,54,51,55,54,53
768,54,51,58,57,56
769,54,57,50,52,52
770,54,57,57,50,51
771,54,56,52,51,50
772,55,53,54,54,56
773,50,57,56,53,52
774,53,56,58,54,57
775,52,56,57,52,53
776,51,54,57,51,52
777,54,50,58,50,50
778,52,58,57,56,58
779,58,56,50,58,54
780,53,56,51,55,50
781,52,56,51,55,52
782,55,57,50,55,57
783,57,50,54,55,55
784,54,51,58,57,50
785,55,52,52,56,54
786,52,54,50,58,50
787,51,50,54,56,58
788,54,54,53,51,56
789,55,53,56,51,51
790,52,56,56,53,57
791,51,50,56,50,52
792,50,55,57,56,50
793,56,52,54,54,55
794,50,57,53,57,52
795,52,57,55,58,51
796,54,53,53,57,56
797,55,52,56,58,57
798,51,58,50,56,50
799,58,58,55,55,56
800,52,54,55,56,50
801,58,52,57,51,52
802,51,58,57,52,57
803,57,58,58,53,57
804,52,50,58,53,55
805,54,55,50,56,53
806,56,55,51,55,54
807,55,52,52,53,53
808,50,56,54,55,54
809,50,56,55,51,58
810,56,55,57,52,56
811,55,58,50,54,55
812,51,53,51,50,52
813,53,57,54,56,54
814,54,52,51,52,55
815,50,50,53,57,55
816,55,56,56,51,57
817,55,51,51,52,51
818,58,50,53,50,57
819,52,55,51,50,56
820,54,50,50,53,52
821,50,50,51,58,51
822,52,53,55,55,51
823,51,54,58,57,58
824,55,56,55,58,52
825,55,53,55,51,54
826,53,53,54,53,52
827,56,57,50,52,55
828,53,56,52,54,50
829,53,53,58,56,51
830,55,57,54,56,56
831,55,50,58,58,52
832,54,54,52,52,58
833,57,55,50,55,53
834,51,52,55,51,52
835,52,52,51,52,55
836,58,58,52,57,54
837,51,56,54,56,55
838,53,53,56,50,56
839,55,54,55,50,57
840,50,55,50,51,56
841,54,51,50,53,56
842,55,57,50,55,53
843,50,54,54,55,56
844,52,56,50,52,51
845,54,51,57,53,51
846,56,52,58,54,56
847,55,55,53,55,57
848,52,50,52,52,52
849,58,56,57,56,55
850,55,51,55,56,56
851,54,54,51,53,50
852,58,54,51,52,51
853,57,51,53,58,52
854,53,52,51,58,55
855,50,53,56,51,54
856,54,55,56,54,50
857,52,58,50,56,56
858,51,58,56,52,53
859,54,56,51,53,54
860,52,51,51,56,56
861,54,56,58,58,57
862,54,53,54,51,51
863,56,51,57,52,57
864,52,58,58,53,57
865,55,57,51,50,54
866,58,50,54,53,58
867,57,54,56,57,51
868,55,53,54,58,54
869,58,52,54,50,50
870,54,53,58,55,58
871,58,57,55,51,57
872,50,55,58,57,58
873,54,55,50,57,57
874,55,50,55,53,52
875,54,50,53,58,56
876,54,58,51,53,53
877,50,58,56,50,58
878,55,53,56,51,53
879,52,52,57,58,50
880,58,56,54,58,55
881,53,53,53,58,50
882,50,55,56,56,55
883,55,51,58,57,52
884,55,50,57,58,58
885,57,51,57,51,58
886,52,52,52,58,53
887,52,51,50,54,57
888,54,52,58,51,50
889,56,51,50,52,56
890,58,57,54,50,55
891,51,52,55,56,51
892,55,58,50,58,57
893,52,53,55,54,51
894,56,50,53,56,50
895,56,58,52,58,50
896,56,56,53,52,53
897,50,51,51,56,58
898,57,50,56,56,54
899,57,55,58,56,55
900,50,53,51,52,50
901,55,52,50,57,56
902,54,54,55,56,53
903,54,51,58,52,57
904,58,57,53,50,57
905,58,55,58,56,56
906,57,50,57,50,55
907,56,57,57,53,52
908,57,51,57,50,50
909,51,56,53,54,58
910,50,51,56,55,54
911,56,51,54,52,56
912,56,56,50,52,51
913,55,50,57,52,50
914,52,54,52,57,54
915,51,50,57,56,56
916,50,51,58,50,56
917,53,51,56,58,53
918,55,53,54,53,58
919,56,51,52,51,50
920,51,53,57,58,57
921,55,52,55,55,58
922,51,50,58,53,50
923,51,52,51,50,56
924,52,57,58,58,54
925,50,54,54,57,55
926,56,53,57,56,53
927,54,55,55,54,53
928,53,53,52,53,52
929,53,53,54,50,57
930,55,51,57,58,58
931,52,54,52,56,54
932,51,57,52,53,51
933,55,54,52,50,53
934,58,53,52,51,53
935,53,58,53,54,51
936,54,55,58,53,58
937,57,53,57,51,57
938,54,50,53,50,52
939,55,54,57,50,53
940,57,55,52,57,53
941,54,54,54,53,56
942,50,54,55,57,53
943,57,57,50,57,52
944,53,58,53,51,50
945,52,53,57,52,55
946,55,58,51,55,50
947,53,57,50,53,54
948,57,58,57,51,54
949,56,52,56,50,52
950,57,54,55,55,54
951,54,51,52,52,57
952,52,52,53,57,58
953,53,53,57,51,57
954,53,52,58,53,57
955,50,53,57,58,54
956,51,58,55,51,57
957,50,56,52,56,55
958,55,55,51,53,55
959,52,50,54,58,54
960,51,52,50,57,52
961,56,51,53,50,58
962,57,58,56,54,58
963,56,50,54,54,52
964,57,58,54,55,57
965,51,58,51,55,54
966,53,51,57,57,52
967,50,58,55,53,56
968,50,57,50,55,52
969,53,57,58,56,57
970,50,56,53,51,54
971,55,58,55,58,57
972,54,58,55,53,52
973,52,56,58,58,53
974,51,53,53,52,56
975,58,51,54,52,50
976,51,57,58,56,55
977,51,52,56,58,57
978,55,54,52,52,54
979,51,54,55,52,56
980,58,52,53,58,52
981,50,53,56,57,53
982,55,55,52,51,57
983,55,51,55,58,57
984,58,53,54,56,56
985,50,54,53,53,56
986,52,58,53,54,50
987,52,53,58,58,52
988,55,51,54,51,58
989,53,52,53,51,55
990,50,55,54,53,52
991,55,54,57,56,56
992,55,55,56,58,51
993,53,53,52,58,54
994,52,57,51,52,50
995,58,57,53,57,50
996,56,54,56,50,52
997,53,54,56,53,56
998,50,51,53,54,56
999,51,52,50,52,52
0,40,43,42,48,42
1,43,48,41,43,40
2,41,47,47,48,47
3,42,47,47,42,40
4,40,44,42,46,42
5,41,40,47,42,44
6,43,46,45,40,41
7,47,46,45,42,41
8,43,40,46,45,47
9,42,48,46,46,44
10,42,44,41,45,40
11,47,41,40,45,44
12,46,47,47,40,43
13,42,48,45,46,46
14,43,47,44,43,43
15,47,44,45,47,42
16,46,44,43,42,44
17,48,41,41,48,43
18,47,40,43,48,47
19,41,44,43,47,43
20,46,44,46,46,43
21,48,47,42,40,41
22,43,48,45,41,44
23,48,43,42,41,47
24,45,40,44,46,42
25,40,40,40,48,47
26,40,44,45,40,42
27,42,40,40,44,46
28,46,48,44,43,43
29,41,45,42,41,40
30,47,47,44,45,44
31,45,41,47,42,45
32,48,47,46,42,45
33,45,40,46,46,40
34,40,42,40,44,43
35,46,48,48,44,40
36,46,42,45,44,46
37,47,41,48,43,42
38,40,48,48,44,42
39,48,44,40,43,44
40,48,41,47,42,43
41,47,48,48,47,45
42,46,41,41,42,44
43,43,46,40,40,46
44,45,44,40,45,44
45,44,45,42,44,48
46,42,40,45,41,40
47,40,45,42,41,41
48,44,44,47,45,46
49,48,46,44,47,48
50,41,48,45,44,48
51,40,44,45,46,41
52,45,48,43,46,48
53,48,44,47,44,41
54,48,42,40,48,48
55,43,40,40,42,41
56,42,43,47,47,44
57,40,42,43,47,42
58,43,41,46,43,42
59,47,43,48,44,47
60,45,43,46,43,45
61,47,48,47,45,40
62,40,45,48,40,44
63,41,45,42,44,42
64,46,48,42,44,47
65,47,41,41,42,44
66,43,43,45,45,42
67,46,43,47,41,47
68,45,47,46,45,48
69,42,41,42,42,44
70,46,40,41,44,42
71,46,46,43,48,47
72,40,48,41,48,45
73,48,41,45,41,41
74,47,48,42,41,43
75,41,47,46,47,42
76,41,46,44,46,42
77,40,46,41,45,45
78,43,42,40,45,44
79,44,47,40,45,48
80,44,47,44,46,43
81,43,43,48,41,46
82,40,41,45,40,42
83,43,41,45,45,47
84,41,42,42,44,40
85,41,45,45,48,41
86,45,42,44,43,45
87,40,46,45,41,45
88,46,41,42,47,41
89,47,40,47,41,43
90,44,44,42,46,47
91,47,48,48,44,46
92,40,47,44,44,45
93,40,45,45,46,48
94,41,44,48,40,46
95,48,42,40,40,42
96,48,40,43,48,41
97,46,41,43,44,40
98,48,44,45,43,46
99,48,41,41,41,46
100,46,43,43,43,42
101,44,45,43,40,45
102,48,40,41,42,44
103,40,43,47,41,44
104,42,40,48,48,47
105,45,48,44,44,41
106,44,48,46,40,40
107,47,47,46,44,43
108,47,42,45,42,41
109,47,44,43,40,41
110,41,48,42,42,43
111,47,45,43,42,47
112,46,42,41,47,41
113,41,43,47,43,45
114,47,46,42,41,44
115,42,41,47,48,44
116,48,47,45,44,41
117,42,41,48,47,44
118,48,47,47,41,40
119,48,44,46,43,44
120,41,43,45,45,41
121,47,44,44,44,44
122,48,40,46,44,45
123,46,40,44,45,47
124,47,41,48,47,41
125,40,40,43,46,40
126,47,44,48,48,47
127,42,42,44,48,41
128,48,47,42,43,44
129,44,48,46,46,43
130,40,44,42,41,42
131,40,47,48,46,42
132,44,41,44,45,40
133,44,41,47,44,41
134,41,48,40,41,43
135,40,44,46,44,45
136,42,40,47,48,42
137,45,40,40,40,44
138,43,40,41,44,44
139,45,47,43,47,45
140,44,48,41,48,48
141,41,44,46,47,48
142,42,40,44,47,48
143,48,46,40,41,47
144,41,47,44,45,43
145,48,45,40,43,43
146,44,42,41,42,42
147,42,44,48,44,42
148,44,44,40,43,43
149,42,46,44,47,41
150,46,46,44,48,48
151,47,44,43,42,40
152,44,42,47,47,44
153,46,46,43,40,40
154,43,45,46,46,48
155,42,40,48,45,40
156,47,44,46,45,48
157,40,46,48,46,41
158,47,40,42,46,47
159,47,45,45,47,48
160,47,46,48,45,46
161,46,42,47,45,40
162,44,43,41,45,40
163,48,44,45,41,44
164,48,41,42,40,46
165,45,45,43,43,40
166,42,40,40,43,44
167,45,46,41,46,44
168,48,47,40,42,45
169,41,48,41,42,40
170,46,42,41,41,44
171,45,42,40,45,44
172,43,45,43,46,42
173,43,47,40,40,47
174,42,43,46,44,45
175,45,41,47,44,43
176,42,44,40,44,45
177,45,44,40,44,44
178,48,40,47,43,40
179,40,41,43,44,41
180,43,40,40,42,40
181,47,45,48,44,41
182,44,44,40,47,46
183,48,41,46,48,47
184,41,43,40,46,46
185,48,46,46,44,41
186,48,40,48,41,48
187,40,48,44,46,40
188,40,45,47,44,46
189,48,43,44,43,44
190,45,44,44,44,44
191,46,44,47,46,44
192,43,48,43,42,41
193,43,41,41,46,45
194,41,47,40,41,40
195,42,43,46,47,42
196,47,47,42,47,45
197,42,47,40,44,48
198,46,46,42,46,47
199,45,45,42,45,44
200,46,48,47,42,47
201,44,40,45,40,45
202,45,46,48,48,46
203,40,46,43,45,44
204,44,46,45,44,47
205,41,47,41,47,43
206,43,41,46,42,46
207,40,41,40,48,45
208,40,43,40,43,40
209,47,43,47,41,45
210,46,40,46,42,48
211,41,42,48,45,47
212,46,41,45,40,43
213,44,46,46,45,46
214,41,48,46,42,42
215,43,46,47,41,46
216,41,41,48,41,42
217,43,48,40,48,43
218,46,44,42,45,45
219,43,48,40,45,43
220,41,42,40,47,42
221,47,47,43,43,44
222,43,45,43,47,45
223,40,43,45,46,46
224,48,44,43,41,42
225,42,46,48,42,41
226,43,46,40,41,44
227,46,44,48,45,47
228,46,44,45,47,40
229,41,41,42,46,40
230,47,42,42,44,47
231,41,47,48,41,42
232,48,44,46,44,48
233,43,47,44,48,48
234,43,43,43,48,42
235,42,40,48,41,41
236,47,46,46,48,43
237,42,42,47,43,44
238,48,45,42,44,43
239,45,41,41,48,45
240,46,42,44,44,47
241,42,42,41,40,44
242,43,46,48,40,43
243,44,43,41,45,45
244,40,43,42,43,46
245,44,43,41,46,45
246,48,44,45,43,46
247,44,48,46,46,45
248,40,40,40,43,42
249,46,44,42,46,42
250,47,45,43,41,48
251,42,42,44,41,47
252,40,43,40,41,43
253,48,44,44,41,45
254,46,44,41,41,45
255,43,46,46,43,47
256,43,48,44,41,47
257,41,40,40,47,47
258,48,47,44,45,42
259,47,44,45,40,42
260,42,48,48,46,48
261,43,48,46,46,44
262,44,40,42,48,47
263,40,47,45,44,45
264,41,40,48,46,42
265,40,48,41,47,48
266,41,44,42,41,48
267,47,47,40,42,41
268,46,42,41,46,42
269,46,43,43,41,47
270,47,46,45,47,45
271,44,45,47,43,48
272,40,40,43,42,41
273,46,48,45,46,46
274,48,45,43,41,45
275,41,42,48,45,40
276,46,45,47,45,47
277,41,42,45,43,42
278,48,44,43,47,45
279,44,41,47,46,46
280,40,44,48,47,40
281,46,48,43,48,45
282,43,46,41,47,47
283,48,47,44,45,46
284,47,44,46,48,47
285,44,41,42,43,44
286,46,41,48,45,42
287,41,40,47,44,46
288,44,48,44,40,48
289,42,43,43,45,41
290,48,43,46,44,41
291,42,46,44,44,41
292,42,43,47,45,43
293,43,42,48,44,40
294,44,42,43,42,46
295,41,47,43,44,48
296,41,41,47,44,45
297,41,44,45,41,46
298,45,47,46,40,40
299,45,40,43,44,44
300,40,42,46,45,48
301,46,42,41,48,43
302,45,45,47,44,48
303,41,41,48,44,42
304,42,43,41,41,46
305,40,41,45,46,46
306,48,44,48,44,48
307,40,42,44,43,40
308,40,44,47,46,47
309,48,44,43,47,47
310,47,46,43,46,44
311,48,48,46,47,45
312,44,45,45,47,48
313,40,44,42,45,46
314,46,41,48,43,48
315,40,46,47,41,45
316,43,41,48,42,40
317,46,44,45,40,40
318,48,40,43,41,46
319,47,41,48,48,48
320,43,43,44,41,48
321,43,45,48,41,45
322,47,46,40,45,46
323,47,43,43,48,46
324,44,45,42,42,44
325,42,40,42,46,44
326,44,48,43,40,40
327,47,45,40,43,41
328,42,47,44,41,41
329,48,42,41,45,48
330,44,40,45,48,46
331,45,42,41,42,42
332,45,42,44,46,40
333,48,41,41,43,40
334,42,42,41,41,45
335,40,47,48,44,40
336,46,45,46,41,43
337,45,41,44,43,45
338,43,46,42,43,41
339,40,43,43,45,43
340,44,45,45,41,42
341,42,41,44,42,41
342,44,42,42,45,48
343,44,40,41,45,45
344,43,44,43,41,45
345,48,45,47,42,43
346,44,41,48,45,41
347,43,43,43,41,41
348,42,40,48,42,48
349,46,45,42,45,47
350,44,42,43,47,48
351,46,45,42,41,48
352,42,46,48,42,46
353,43,45,48,45,43
354,45,40,40,43,41
355,44,45,41,48,47
356,40,40,48,48,40
357,44,41,48,46,41
358,45,41,43,42,43
359,44,41,48,43,41
360,48,44,41,45,46
361,41,42,43,46,42
362,42,45,47,41,44
363,42,45,40,43,47
364,43,41,45,47,40
365,45,48,41,40,42
366,41,42,42,41,42
367,44,48,41,46,43
368,45,41,44,48,40
369,42,42,47,45,44
370,40,43,44,43,45
371,46,42,44,45,44
372,47,40,48,45,46
373,48,46,45,46,42
374,44,44,40,40,44
375,40,41,44,47,44
376,48,43,45,47,43
377,41,46,46,46,47
378,47,45,47,47,41
379,47,44,45,41,44
380,42,40,42,42,46
381,41,44,46,41,45
382,46,43,45,44,48
383,46,48,44,40,47
384,41,45,48,43,46
385,43,40,42,47,43
386,40,40,44,48,42
387,43,42,47,42,44
388,42,41,42,44,42
389,44,46,46,47,46
390,42,40,46,42,45
391,45,44,46,47,44
392,48,44,40,41,42
393,46,46,45,40,46
394,48,41,41,45,42
395,47,44,46,41,45
396,44,48,47,41,41
397,41,43,42,42,48
398,41,48,44,45,47
399,48,46,48,45,43
400,41,48,42,48,46
401,47,45,46,47,48
402,44,41,44,47,46
403,42,45,40,46,46
404,44,46,40,47,46
405,43,40,44,43,45
406,40,46,43,47,46
407,48,41,44,47,44
408,44,41,45,44,42
409,44,47,44,48,45
410,40,45,44,46,44
411,46,43,40,44,42
412,41,46,41,45,45
413,44,47,45,43,44
414,48,47,43,48,40
415,48,42,48,44,42
416,48,45,47,48,44
417,43,41,43,41,43
418,40,48,40,44,42
419,41,45,41,44,41
420,43,41,45,48,45
421,40,40,46,43,43
422,46,42,46,42,46
423,41,41,47,45,48
424,47,44,40,43,46
425,48,42,42,45,41
426,44,40,44,42,43
427,46,44,46,43,45
428,44,44,44,42,40
429,48,43,47,43,42
430,46,43,44,40,46
431,41,46,42,44,44
432,42,48,41,47,45
433,45,46,48,43,43
434,43,47,40,44,44
435,46,42,42,44,46
436,43,41,44,48,42
437,41,48,40,40,44
438,44,46,45,44,48
439,43,41,40,44,42
440,44,48,43,43,44
441,42,43,43,42,45
442,44,47,43,44,41
443,40,44,48,40,43
444,41,40,48,41,41
445,43,46,41,46,47
446,44,41,47,46,48
447,44,46,40,45,45
448,46,44,41,41,47
449,45,48,42,47,41
450,48,48,45,43,42
451,40,42,41,46,48
452,40,48,45,46,48
453,46,45,46,48,45
454,41,42,46,41,45
455,47,45,46,46,42
456,44,45,40,40,43
457,47,44,46,47,43
458,42,42,40,47,45
459,46,40,40,46,45
460,44,44,45,42,48
461,43,47,41,42,46
462,40,44,47,45,43
463,44,46,43,43,46
464,41,43,40,44,40
465,48,41,41,44,44
466,42,46,46,47,48
467,45,45,40,48,48
468,47,43,41,42,40
469,46,46,47,46,41
470,44,42,42,43,46
471,43,45,46,41,44
472,47,42,43,44,44
473,47,45,41,47,46
474,43,48,44,47,44
475,41,44,47,43,42
476,48,45,42,43,43
477,43,48,43,44,42
478,41,47,41,45,46
479,46,47,46,40,42
480,48,42,43,40,40
481,41,40,46,48,46
482,41,40,46,43,45
483,48,46,42,46,41
484,44,40,40,42,43
485,44,42,48,47,42
486,45,48,48,41,41
487,44,44,42,41,45
488,44,40,47,41,48
489,41,46,42,44,45
490,43,45,47,48,40
491,42,43,45,44,45
492,42,45,46,44,42
493,41,42,41,40,47
494,44,41,48,48,43
495,43,41,40,45,46
496,44,40,40,47,44
497,41,40,47,46,40
498,43,40,43,43,40
499,42,47,48,48,46
500,42,47,43,42,45
501,41,41,48,42,44
502,44,44,44,43,45
503,46,46,44,43,46
504,41,47,43,45,41
505,40,48,41,48,40
506,48,40,42,45,45
507,42,45,41,43,45
508,40,47,43,44,48
509,42,47,46,40,46
510,43,44,45,48,42
511,43,47,48,47,40
512,47,45,40,48,43
513,46,46,42,45,46
514,47,45,46,43,46
515,45,48,45,46,45
516,46,44,46,42,44
517,41,45,45,44,42
518,48,44,47,45,43
519,41,40,42,40,43
520,43,45,47,44,40
521,42,41,40,46,46
522,48,46,44,41,48
523,41,44,44,42,43
524,42,45,47,41,42
525,47,41,40,45,40
526,46,46,44,45,40
527,47,41,42,44,45
528,40,45,40,43,46
529,45,46,41,41,47
530,40,46,45,48,44
531,40,43,45,44,45
532,43,41,40,40,48
533,48,42,41,48,45
534,46,42,44,48,45
535,41,45,41,46,44
536,41,46,44,45,45
537,47,48,48,41,45
538,47,45,43,47,44
539,43,47,45,46,42
540,44,43,42,43,44
541,45,46,42,45,43
542,40,41,42,43,47
543,45,43,47,42,44
544,42,47,46,47,45
545,44,46,44,42,46
546,48,45,47,45,42
547,47,40,47,48,44
548,40,46,44,45,42
549,42,45,46,41,45
550,41,45,40,40,44
551,47,46,41,48,48
552,43,42,41,42,48
553,41,43,48,46,46
554,43,42,46,48,46
555,47,48,45,45,48
556,45,41,44,40,46
557,46,48,47,48,47
558,48,44,48,42,46
559,46,47,48,46,40
560,47,46,47,41,47
561,42,42,43,41,41
562,43,44,43,45,44
563,40,43,48,47,44
564,42,41,47,43,43
565,48,48,43,40,41
566,40,40,46,47,46
567,46,42,40,42,43
568,40,41,48,47,45
569,42,47,41,48,41
570,44,41,43,41,44
571,47,45,47,40,45
572,43,47,40,44,44
573,43,45,48,41,40
574,44,47,46,40,41
575,42,43,42,42,41
576,46,47,45,47,44
577,48,46,41,48,45
578,45,46,44,45,42
579,40,48,47,40,45
580,42,48,42,43,42
581,40,45,40,40,43
582,46,40,48,46,42
583,43,48,45,42,45
584,45,40,44,48,47
585,42,48,41,45,47
586,42,48,43,45,42
587,47,42,42,43,43
588,42,45,42,41,40
589,48,45,42,45,45
590,45,46,48,48,45
591,46,40,43,46,41
592,47,45,47,47,42
593,47,40,44,45,41
594,42,40,44,41,44
595,44,40,45,40,43
596,41,44,48,44,46
597,43,43,47,45,41
598,43,47,47,48,47
599,42,44,43,48,40
600,40,46,46,41,48
601,45,46,41,47,46
602,41,43,41,44,41
603,44,41,47,40,43
604,41,48,48,46,48
605,47,40,48,42,48
606,46,42,43,45,48
607,43,45,42,43,40
608,41,40,40,48,46
609,41,45,42,41,40
610,45,40,41,48,48
611,42,41,41,48,47
612,45,40,40,44,42
613,42,46,44,47,42
614,48,48,44,44,43
615,47,47,45,48,47
616,43,40,42,42,46
617,44,46,42,45,41
618,41,45,45,44,45
619,45,40,48,48,43
620,45,44,45,45,41
621,46,48,46,45,43
622,47,40,42,47,44
623,44,44,47,46,48
624,47,47,44,44,46
625,42,48,47,47,42
626,42,42,45,43,48
627,44,40,41,42,47
628,45,45,46,40,42
629,41,46,47,44,40
630,43,41,41,47,48
631,44,45,47,47,46
632,42,43,41,44,48
633,45,48,44,45,48
634,40,42,45,43,46
635,42,41,41,48,48
636,43,41,43,47,47
637,43,41,47,48,46
638,44,40,43,40,48
639,43,47,45,48,46
640,45,47,42,46,45
641,45,46,48,40,43
642,46,48,40,42,43
643,41,48,45,47,47
644,41,47,44,40,48
645,45,43,42,48,42
646,40,48,48,48,43
647,47,40,47,42,47
648,45,47,46,44,45
649,44,44,48,45,40
650,42,40,42,46,43
651,47,40,45,48,44
652,43,41,44,47,45
653,41,46,48,46,46
654,47,41,45,44,44
655,47,43,45,47,40
656,46,48,45,47,46
657,41,44,43,45,40
